,id,text,exp_tag,amb_tag,extract_tag
96,swishersweets15,@dgaf.chewy We appreciate the love😎,False,False,None
97,swishersweets15,Texas Forreals tho! Got stores over charging for 1 pack regular swisher sweets!,False,False,None
98,swishersweets15,@jessss_gz We would like to pass this info along to our team. Can you please PM us with the details of the store?,False,False,None
99,swishersweets15,@swishersweets yes I sure will!,False,False,None
100,swishersweets699,💯💯💯💯💯,False,False,None
101,swishersweets699,been there 3 hours away,False,False,None
102,swishersweets699,That’s awesome,False,False,None
103,swishersweets699,💥💥💥,False,False,None
104,swishersweets699,💰💰,False,False,None
105,swishersweets699,@road_runner_rybread 😂,False,False,None
106,swishersweets699,@sirschooler right in the middle of that mf 😂😂😂😂,False,False,None
107,swishersweets699,💣💣,False,False,None
108,swishersweets699,,False,False,#salute  #chyeaaa  #detroit
109,swishersweets699,Yo I’m 18 and i just graduated I just dropped my first video can y’all just go on my page and leave some FEEDBACK THANKS IF YOU DO ❤️💯🚨,False,False,None
110,swishersweets699,Head over to my page and check out my music 🙏🏽 please give me a follow and share my page if u fw it. Feel free to message me 💎💯 Thank You.,False,False,None
111,swishersweets699,I’m just tryna know who the tall snack in the back is 🤷🏻\u200d♀️,False,False,None
112,swishersweets699,Fuck swishers,False,False,None
113,swishersweets699,Thanks...,False,False,None
114,swishersweets699,CHECK OUT MY MUSIC PAGE! ARTIST/PRODUCER! OUT NOW!,False,False,#2EAZY 
115,swishersweets699,Come to Atlanta (: would love to work with you!!,False,False,None
116,swishersweets699,"Got smth for you, feel free to dm me",False,False,None
117,swishersweets114,Car,False,False,None
118,swishersweets114,car,False,False,None
119,swishersweets114,park,False,False,None
120,swishersweets114,The creek by my house,False,False,None
121,swishersweets114,In my room,False,False,None
122,swishersweets114,Car,False,False,None
123,swishersweets114,Studio 🎶 🎶🎶🔥🔥🔥,False,False,None
124,swishersweets114,In the car,False,False,None
125,swishersweets114,Woods,False,False,None
126,swishersweets114,Hotboxing in the rain in my whip 😎,False,False,None
127,swishersweets114,@goldenboy_d yes fucking sir,False,False,None
128,swishersweets114,Any where my 2 wheels take me,False,False,None
129,swishersweets114,Hotbox,False,False,None
130,swishersweets114,At a music festival,False,False,None
131,swishersweets114,No favorites!!! With my baby 😛💪🏽💚,False,False,None
132,swishersweets114,Outside in the cut btwn 2-3am wen its quiet out,False,False,None
133,swishersweets114,Drivers seat 🏁🏁🏁,False,False,None
134,swishersweets114,On the beach here in San Diego 🏖 ☀️ 💨,False,False,None
135,swishersweets114,In your moms house @swishersweets,False,False,None
136,swishersweets114,My bed,False,False,None
137,swishersweets114,My room,False,False,None
138,swishersweets114,"Right after a nice hike, or while camping.",False,False,None
139,swishersweets114,Downtown Chicago,False,False,None
140,swishersweets114,On the beach but not until y’all ✊🏾😆😆😆,False,False,#bringbackArticIce
141,swishersweets672,Yum,False,False,None
142,swishersweets672,These are trash,False,False,None
143,swishersweets672,Is Swisher gonna bring back Sticky Sweets anytime?? 😩😩 @swishersweets,False,False,None
144,swishersweets672,@dest_smoke_thabest best kind ever. Shoulda over stocked hahha kicking myself now,False,False,None
145,swishersweets672,@city_cruzer i hope they bring it back 😭😭😭,False,False,None
146,swishersweets672,@immercedezstarr,False,False,None
147,swishersweets672,@kayykkaa hell yeah i seen can’t wait to see them at a gas station,False,False,None
148,swishersweets672,Just got them yesterday and they are amazing. Keep up with the good work and awesome flavors @swishersweets,False,False,None
149,swishersweets672,@swishersweets imma need ya to send that to my corner store cause I’m too far from a circle k,False,False,None
150,swishersweets672,LIKE,False,False,#5000th 
151,swishersweets672,Yo send it to CLE,False,False,None
152,swishersweets672,No woods swishers only!,False,False,None
153,swishersweets672,I can’t find these ANYWHERE in Vegas 😩😢,False,False,None
154,swishersweets672,They a little harsh but good flavor ,False,False,#rollemup
155,swishersweets672,@juliiet_s  we gotta find this one,False,False,None
156,swishersweets672,@lacesfifteen yesss!,False,False,None
157,swishersweets672,@smokeynene,False,False,None
158,swishersweets672,@anchoredsoul__xx,False,False,None
159,swishersweets672,@dmoneycigars 🔥🔥🔥🔥🔥🔥🔥💯💯💯💯💯💯💯💯💯💯💯💯💯💯,False,False,None
160,swishersweets672,@ctc_rod these hoes probably fiee,False,False,None
161,swishersweets672,@8100.jaames 💨✨,False,False,None
162,swishersweets672,I need these!!! @swishersweets,False,False,None
163,swishersweets672,@allen.kory.3,False,False,None
164,swishersweets672,I can’t find these anywhere in Denver ☹️,False,False,None
165,swishersweets672,Ive never tried it :/,False,False,None
166,swishersweets672,💙💙💙💙💙💙💙,False,False,None
167,swishersweets666,You heard it here first!,False,False,None
168,swishersweets666,"Why she rip with teeth, they have rip ????",False,False,None
169,swishersweets666,I does the swishers,False,False,None
170,swishersweets666,Me new fav @xolaurajanethxo,False,False,None
171,swishersweets666,Still can’t find this in la ?,False,False,None
172,swishersweets666,Loves these,False,False,None
173,swishersweets666,Love these!!!,False,False,None
174,swishersweets666,never using these again,False,False,None
175,swishersweets666,i wonder if the company knows that the only use for these is for bud lmao,False,False,None
176,swishersweets666,Love this flavor🔥,False,False,None
177,swishersweets666,She finna roll a fat ahh L 🤣🤷🏽\u200d♂️,False,False,None
178,swishersweets666,This flavor is great,False,False,None
179,swishersweets666,First of all what happened to her nail 💀😂,False,False,None
180,swishersweets666,@donatellishane I wouldn’t know if they have these around here cause atm I’m not smoking obviously but if they’re up there with you get them and save them for after I need to try at least these ones lol,False,False,None
181,swishersweets666,@dmoneycigars 🔥🔥🔥🔥🔥🔥🔥🚬🚬🚬🚬🚬🚬🚬🚬🚬,False,False,None
182,swishersweets666,@meneka__ @sher_hagz IM FAMOUS OKAY,False,False,None
183,swishersweets666,@enlow2.0 YYYYYYEEEESSSSSS,False,False,None
184,swishersweets666,@enlow2.0 YYYYYYEEEESSSSSS,False,False,None
185,swishersweets666,🤙🏽,False,False,None
186,swishersweets666,Please never get rid of coastal or Maui please,False,False,None
187,swishersweets666,@logan_hookem all of the tropical flavors are bomb,False,False,None
188,swishersweets666,Please never get rid of coastal or Maui please,False,False,None
189,swishersweets666,All time favorite forsure 🔥💯👑,False,False,#CoastalCocktail 
190,swishersweets666,Oh just rip it open with your hands  and pay attention,False,False,None
191,swishersweets666,I miss these.....,False,False,None
192,swishersweets100,Sponsor me thoooo,False,False,None
193,swishersweets128,@mr._jeezy 😂,False,False,None
194,swishersweets128,The best. ❤️,False,False,None
195,swishersweets128,nothing except the big ass warning at the top,False,False,None
196,swishersweets128,Except the fookin cancer warning,False,False,None
197,swishersweets470,You guys make this for blunts ?,False,False,None
198,swishersweets470,Make a 4 pack like 4ks then I’ll smoke swishers again. 4ks are where it’s at rn tho,False,False,None
199,swishersweets470,@nikiahh 🤔,False,False,None
200,swishersweets470,Just Pick These Up🔥🔥,False,False,None
201,swishersweets470,Better than grape?,False,False,None
202,swishersweets470,"These ain’t new y’all lol, they been around. 🤣🤣🤣💀",False,False,None
203,swishersweets470,Best thing smokin besides the Diamonds an green sweets 💪🏾💪🏾💪🏾,False,False,None
204,swishersweets470,💨💨💨💨💨,False,False,None
205,swishersweets470,Give @highhempwrap a try their fully organic and your gonna love the taste they also offer papers that are just amazing,False,False,None
206,swishersweets470,@fizz_ocean personally of the mind that blunts are meant to have nic. It’s part of the experience.,False,False,None
207,swishersweets470,The best,False,False,None
208,swishersweets470,So tasty💯🔥,False,False,None
209,swishersweets470,@evilasioskt,False,False,None
210,swishersweets470,@vidalokanaatitude quero❤️,False,False,None
211,swishersweets470,@vidalokanaatitude quero❤️,False,False,None
212,swishersweets470,@vidalokanaatitude quero❤️,False,False,None
213,swishersweets470,@kelvion.brown.56 just gone tag you in all these so we know what to get,False,False,None
214,swishersweets470,@guthrie9059 those in hayneville I seen em when I went witt tj to his interview,False,False,None
215,swishersweets470,How can I get some of theses I can’t find them nowhere,False,False,None
216,swishersweets470,@selfmade_bonehead you can find them at gas stations,False,False,None
217,swishersweets470,Good in a blunt?,False,False,None
218,swishersweets470,@maria.tee07 here it is sis ! This is one yummy too,False,False,None
219,swishersweets470,@thesweetestswisha 💣💣💣,False,False,None
220,swishersweets470,@maria.tee07 💯 💕,False,False,None
221,swishersweets470,Y’all neee to sponsor me 💯,False,False,None
222,swishersweets470,Y’all neee to sponsor me 💯,False,False,None
223,swishersweets470,@nasty.nate14,False,False,None
224,swishersweets470,@nasty.nate14 HOW 😂,False,False,None
225,swishersweets470,These my guys remind me of high-school days,False,False,None
226,swishersweets316,Puff puff pass,False,False,None
227,swishersweets316,Yes sirr 🔥💨,False,False,None
228,swishersweets316,fuk no . dis MY BLUNT . ian see my bf rolling it so ian sharing it wtfk😭😭😭,False,False,None
229,swishersweets316,Yea,False,False,None
230,swishersweets302,❤️❤️❤️,False,False,None
231,swishersweets302,@justinavalentine i love you 😍💛😊,False,False,None
232,swishersweets302,@justinavalentine awww see this is why you sound like a dirtbike,False,False,None
233,swishersweets302,👏👏🔥🔥🔥💯💯💨💨,False,False,None
234,swishersweets302,Thought she  was bella thorne for a sec,False,False,None
235,swishersweets302,Lit 🔥,False,False,None
236,swishersweets302,The best 😻,False,False,None
237,swishersweets302,🤩🤩🤩 killlled it 💥💥💥,False,False,None
238,swishersweets464,I like the mango 👍,False,False,None
239,swishersweets464,Sweet Cream is the best by far,False,False,None
240,swishersweets464,Mango is like smoking soap 🤮blueberry better😍,False,False,None
241,swishersweets464,@king_swisher420,False,False,None
242,swishersweets464,I like woods now but everyone starts with swishers they the og blunts but nobody respect them,False,False,None
243,swishersweets464,🙅🏼\u200d♀️,False,False,None
244,swishersweets464,⚡️⚡️⚡️,False,False,None
245,swishersweets464,🔥🔥🔥🙏🙏🙏🤘🤘🤘,False,False,None
246,swishersweets464,Mango actually gives me headaches bad🤢,False,False,None
247,swishersweets464,Just had those today,False,False,None
248,swishersweets464,@noe.dominguez.213 🤔🤔🤔,False,False,None
249,swishersweets464,Yo @swishersweets gotta question when are yall gonna do swisher miles like the cig companies do?? All im sayin is id sure love to rock some swisher gear or a grill or something js💯💯,False,False,#swishermiles
250,swishersweets464,ONE OF MY FAVS 😍😍😍🔥🔥🔥,False,False,None
251,swishersweets464,@ramirez12221,False,False,None
252,swishersweets464,"Nah, mango swishers are nasty",False,False,None
253,swishersweets464,No Go ... Too perfumey,False,False,None
254,swishersweets464,"I got 4 packs,a coozie,and a tee for $1 @epicenterfest Made my day... Thanks @swishersweets",False,False,None
255,swishersweets464,N A S T Y ‼️‼️,False,False,None
256,swishersweets464,"I wonder if the brand known as swisher sweets actually posts these swishes expecting people to smoke them or if they know that everyone is taking the tobacco out and putting ""other stuff"" in it",False,False,None
257,swishersweets464,Those mango ones are fire,False,False,None
258,swishersweets464,@backwoods_cigars are better 🤦🏾\u200d♂️,False,False,None
259,swishersweets464,♥️,False,False,None
260,swishersweets464,The mangos one bomb  with some gelato 💯,False,False,None
261,swishersweets464,@oscarito2246 u in middle school g cmon,False,False,None
262,swishersweets464,🔥🔥🔥💨💨💯,False,False,None
263,swishersweets458,@keekz13,False,False,None
264,swishersweets458,@alexagrocock  @saigedays_,False,False,None
265,swishersweets458,@mindofastoner77 😍😍,False,False,None
266,swishersweets458,Lol I dead ass feel like swisher knows the oh thing people use swishers for is blunts 😂😂,False,False,None
267,swishersweets458,@_sambinaa_,False,False,None
268,swishersweets458,All of u sleeping on grape swishers,False,False,None
269,swishersweets458,Need me some of those lemon mango ones oof,False,False,None
270,swishersweets458,@xolovebugxo01,False,False,None
271,swishersweets458,@wassupfizzle ooof,False,False,None
272,swishersweets458,🔥🔥🔥,False,False,None
273,swishersweets458,Oof,False,False,None
274,swishersweets458,Best ones yet!!!,False,False,None
275,swishersweets458,The sweet cream I was very disappointed in,False,False,None
276,swishersweets458,@rawryyxd,False,False,None
277,swishersweets458,“START STUFF” (Prod. JONny Tsunami)\nOUT NOW \nhttps://youtu.be/O28IXq6s3ig\nOr click the link in my bio 😈😈😈😈😈,False,False,None
278,swishersweets458,@swishersweets does your company participate in music festival event partnerships? Would love to connect with you on behalf of NJ’s @madlibfest,False,False,None
279,swishersweets458,Shit fire🔥,False,False,None
280,swishersweets458,She need to bring some 🌴,False,False,None
281,swishersweets458,Why are we still reposting cigars from 3 years ago?? Smh,False,False,None
282,swishersweets458,What’s it taste like?,False,False,None
283,swishersweets458,Dope,False,False,None
284,swishersweets458,Dm,False,False,None
285,swishersweets458,Dm,False,False,None
286,swishersweets458,@mariahlynnboss sent me I would like to tryout the summer twist,False,False,None
287,swishersweets459,,False,False,#swishersweets  #swisherartistproject  #ludacris  #atlanta  #hiphop
288,swishersweets459,I like the artic mint swishers.,False,False,None
289,swishersweets459,❤️❤️❤️,False,False,None
290,swishersweets459,🔥,False,False,None
291,swishersweets459,.B E G R E A T.,False,False,None
292,swishersweets459,@oo_hunchoo this look a lil like you bro but with dreads,False,False,None
293,swishersweets459,Need ya boy,False,False,None
294,swishersweets459,Hmu,False,False,None
295,swishersweets459,,False,False,#Money
296,swishersweets459,ludacris smokes virginia slims,False,False,None
297,swishersweets303,👏🔥,False,False,None
298,swishersweets465,@mason6simmons,False,False,None
299,swishersweets465,This flavor is nasty af,False,False,None
300,swishersweets465,Gotta try dese @nicklowensby,False,False,None
301,swishersweets465,@kegarise7 these were out before right,False,False,None
302,swishersweets465,@johnisaac2 yes! We heard you liked them so we brought them back for a limited time for you😉,False,False,None
303,swishersweets465,@swishersweets good looks,False,False,None
304,swishersweets465,@haley_petrosky,False,False,None
305,swishersweets465,@kaylyn.stricklin,False,False,None
306,swishersweets465,Breh,False,False,None
307,swishersweets465,I wish they would bring back Calypso cream @swishersweets,False,False,None
308,swishersweets465,How much longer till there in stores,False,False,None
309,swishersweets465,Where’s my Maui Pineapple 😡🍍,False,False,None
310,swishersweets465,That is 🔥,False,False,None
311,swishersweets465,but what about lemon ice 😩,False,False,None
312,swishersweets465,Aye so how long will they take to show in cities or towns,False,False,None
313,swishersweets465,@kelvion.brown.56 these to,False,False,None
314,swishersweets465,@guthrie9059 OnG 😍,False,False,None
315,swishersweets465,These are bomb,False,False,None
316,swishersweets465,I would love to get the chance to try them out,False,False,None
317,swishersweets465,@sensubham this that cigar which i was telling u abt. The kalua log love them,False,False,None
318,swishersweets465,@swishersweets I miss this one the most  of all,False,False,None
319,swishersweets465,Damn 🔥,False,False,None
320,swishersweets465,worse flavor of all time,False,False,None
321,swishersweets471,🔥🔥,False,False,None
322,swishersweets471,Yes!!!,False,False,None
323,swishersweets471,Trumps a good president change my mind,False,False,None
324,swishersweets471,🔥🔥🔥,False,False,None
325,swishersweets471,What a lineup 👀,False,False,None
326,swishersweets471,📈📈📈,False,False,None
327,swishersweets471,🔥🔥🔥,False,False,None
328,swishersweets471,👏,False,False,None
329,swishersweets471,💯💯,False,False,None
330,swishersweets471,Yall dont ship BLK to Norway?,False,False,None
331,swishersweets471,I use to want to be on xxl nah swisher lookin a lot betta 🔥,False,False,None
332,swishersweets471,@lightskinboy_lsb,False,False,None
333,swishersweets317,🔥🔥🔥,False,False,None
334,swishersweets317,💰,False,False,None
335,swishersweets317,These are my favorite!,False,False,None
336,swishersweets317,Where’s tropical fusion🙏🏿,False,False,None
337,swishersweets317,Blueberry and strawberry,False,False,None
338,swishersweets129,@jennynoluv 🤣🙌,False,False,None
339,swishersweets129,You have the most boring social media ever.,False,False,None
340,swishersweets129,U wait until 5 to smoke? 😐,False,False,None
341,swishersweets129,Never 👏,False,False,None
342,swishersweets129,Would you be 60 seconds too late if it was 5:01?,False,False,None
343,swishersweets667,Would Love To Be A Swisher DJ 🙏🏾💪🏾,False,False,None
344,swishersweets667,Check dm🙌❤️,False,False,None
345,swishersweets667,@bunzandcakes,False,False,None
346,swishersweets667,swishersweetsさん、フォローありがとうございます！僕は自分で作った物や日常の他愛も無い投稿ですが、宜しくお願いします！,False,False,None
347,swishersweets667,SWISH SWISH,False,False,None
348,swishersweets101,Is there a shortage?,False,False,None
349,swishersweets101,"@maegalymonster Due to the COVID-19 pandemic, our production of select Swisher Sweets items has been delayed. Please understand it is Swisher’s highest priority to return to normal production levels safely and to get all of our cigars back in distribution as soon as possible. We appreciate your continued support and patience through this difficult time.",False,False,None
350,swishersweets101,Sponsor me I swear I’ve smoked pretty much all flavors,False,False,None
351,swishersweets101,lmao ppl actually smoke the tobacco,False,False,None
352,swishersweets101,@nolimitturb0 no lol,False,False,None
353,swishersweets101,?,False,False,None
354,swishersweets115,"@msstaciepme Due to the COVID-19 pandemic, our production of select Swisher Sweets items has been delayed. Please understand it is Swisher’s highest priority to return to normal production levels safely and to get all of our cigars back in distribution as soon as possible. We appreciate your continued support and patience through this difficult time.",False,False,None
355,swishersweets115,@swishersweets thank yoi for letting me know ... Iv been hearing that u guys are stopping all flavors and only stocking original and diamonds ... But thank u for the info...,False,False,None
356,swishersweets115,follow me and sponsor me already,False,False,None
357,swishersweets115,@swishersweets,False,False,None
358,swishersweets115,Nothing but net 💯,False,False,None
359,swishersweets673,Super dope pic! @swishersweets please check out what I do as well 🔥💯,False,False,None
360,swishersweets673,I just sent you guys a dm 😃,False,False,None
361,swishersweets673,Went out and got them today. They are great!! You guys always have the best flavors @swishersweets,False,False,None
362,swishersweets673,Are they in Canada,False,False,None
363,swishersweets673,🔥,False,False,None
364,swishersweets673,@axyinspire we need to go to a CircleK!,False,False,None
365,swishersweets673,@haylecaitlyn broooooo,False,False,None
366,swishersweets673,The photoshop looks like trash tho,False,False,None
367,swishersweets673,💙🔵🔷🔹,False,False,None
368,swishersweets673,Just tried these with my pops!!! And I will actually say I’m a diamond 💎 swisher girl but these were actually tasty and not too overbearing! They remind me of the summer edition Red Bull! And pairs fantastic!,False,False,None
369,swishersweets673,Im in LOVE with the COCO,False,False,None
370,swishersweets673,@swishersweets where can I get one in SoCal,False,False,None
371,swishersweets673,It’s pretty str8 no🧢,False,False,None
372,swishersweets673,I don’t have any of them stores near me! Rip wish I could try them,False,False,None
373,swishersweets673,@vanilla.puff_plug giirl,False,False,None
374,swishersweets673,"@ohdanielleee omg I know I saw this on their Instagram a couple of days ago, we have to find it!",False,False,None
375,swishersweets673,@vanilla.puff_plug yaaas we do,False,False,None
376,swishersweets673,@diamons4e,False,False,None
377,swishersweets673,Send em to louisiana,False,False,None
378,swishersweets673,drove 45 minutes across the state line to the nearest circleK JUST to get a pack of these beauties. ,False,True,#delicious  #determined  #sparkup
379,swishersweets673,"@wtfdisco Damn, i’m from Florida. Literally, there is one a legit, 5-7 minute walk down the street from me.",False,False,None
380,swishersweets673,@bobbieluke lucky! the two closest are about 45 mins each. one north. one south. lol. they were really good though!,False,False,None
381,swishersweets673,"@wtfdisco True, i feel you💯💪🏾 Gotta do what you gott do. Just come to Florida 😂🤷🏾\u200d♂️",False,False,None
382,swishersweets673,@MANDYBABYCAKES,False,False,None
383,swishersweets673,@carmynelise,False,False,None
384,swishersweets673,@mandybabycakes !!!,False,False,None
385,swishersweets673,@bunzandcakes,False,False,None
386,swishersweets673,Love it,False,False,None
387,swishersweets698,Yo I’m 18 and I just dropped my first video can y’all just go on my page and leave some FEEDBACK THANKS IF YOU DO ❤️💯🚨,False,False,None
388,swishersweets698,Awesome love these artist,False,False,None
389,swishersweets698,🔥,False,False,None
390,swishersweets698,That is SO awesome!,False,False,None
391,swishersweets698,his fine self🤤😩,False,False,None
392,swishersweets698,Yea we were there,False,False,None
393,swishersweets698,🔥 @snapdogg,False,False,None
394,swishersweets698,Whoever is in control of this IG account of HORRIBLE at checking DM’s 🙄😬🤨,False,False,None
395,swishersweets698,CHECK OUT MY MUSIC PAGE! ARTIST/PRODUCER! OUT NOW!,False,False,#2EAZY 
396,swishersweets698,zoo gang💯💯🙌🏽🙌🏽,False,False,#Paterson
397,swishersweets698,,False,False,#EazyBreezyBeautifulSwisherSweets
398,swishersweets698,Favorite artist ❤️,False,False,None
399,swishersweets698,Roll a backwood fuck a swisher,False,False,None
400,swishersweets698,Jersey 💯,False,False,None
401,swishersweets698,"It’s lit... need a invite next time, the way I be buyin yo Diamond Swishers",False,False,None
402,swishersweets698,Goat 🐐,False,False,None
403,swishersweets698,"Got smth for you, feel free to dm me",False,False,None
404,swishersweets14,First like,False,False,None
405,swishersweets14,@dababy,False,False,None
406,swishersweets14,So dope!! 💯💯🙏,False,False,None
407,swishersweets14,So dope !! @swishersweets ❤️,False,False,None
408,swishersweets14,🙏🏾🙏🏾🙏🏾,False,False,None
409,swishersweets14,🔥🔥🔥,False,False,None
410,swishersweets14,@swishersweets @dababy ain’t never mentioned you! He reps @backwoods_cigars 💪🏾🐐,False,False,None
411,swishersweets14,Where’s @lilbaby_1 hometown grant?,False,False,None
412,swishersweets14,@diegoda_god,False,False,None
413,swishersweets14,✊🏾✊🏾✊🏾,False,False,None
414,swishersweets14,This is awesome great job,False,False,None
415,swishersweets14,🔥🔥,False,False,None
416,swishersweets14,Dopeeee🔥,False,False,None
417,swishersweets14,🙏🏾🙏🏾,False,False,None
