,id,text,exp_tag,amb_tag
94,swishersweets 112,Which Swisher Sweets Classic Cigarillo are you sparking this Friday? ,False,False
95,swishersweets 674,"Go loco for Coco! Be on the lookout for Limited Edition , available exclusively at @CircleKStores @holidaystationstores . . . ",False,False
96,swishersweets 489,The rumors are true. Purple Swish is the next Special Blend! . . . ,False,False
97,swishersweets 338,That feeling you get when your team pulls off the big Sunday W,False,False
98,swishersweets 304,@tylayaweh stopped by and showed us his SPARK ✨,False,False
99,swishersweets 462,Golden hour goodness . . . ,False,False
100,swishersweets 476,Rare sighting of @danrue not dancing🤭. Still making money moves though😉 . . . ,False,False
101,swishersweets 310,We hear Silver Sweets is out of this world.,False,False
102,swishersweets 477,You know it's real when she gives you the first 'rillo. . . . ,False,False
103,swishersweets 311,What would you do for a Silver Sweet rn?,False,False
104,swishersweets 305,@dababy pulling up to the with all the vibez!,False,False
105,swishersweets 463,,False,False
106,swishersweets 339,"Are you ? Show of hands, fam ✋ 👇",False,False
107,swishersweets 488,Have you tried Purple Swish yet? This Special Blend of Grape + Berry won't be around forever so hurry up and get in on the action! . . . ,False,False
108,swishersweets 113,Y'all asked for a Natural Leaf Swisher Sweets Cigarillo. Here you go. Where's our Original Leaf lovers at?,False,False
109,swishersweets 675,Who’s still geekin from the weekend? What did you and the crew get into? . . . ,False,False
110,swishersweets 661,PARTY EVERY DAY! . . . ,False,False
111,swishersweets 107,Get a grip. The weekend starts tomorrow. ,False,False
112,swishersweets 649,Tag friends that shine like Diamonds. . . .  ,False,False
113,swishersweets 12,Smooth & steady. There’s only two weeks left in 2020. ,False,False
114,swishersweets 701,Mango Mondays in full effect. Who are you sharing your Swishers with today? . . . ,False,False
115,swishersweets 715,"Mango starts with “m.” Memorial Day starts with “m.” Can’t be a coincidence. Stock up for the long weekend, fam. . . . ",False,False
116,swishersweets 729,"Uh oh, there’s a global tequila shortage happening but luckily there’s no shortage of SWERVE Strawberry Margarita at your local convenience store! It’s our gift to you from .",False,False
117,swishersweets 503,Now that’s a Haus party with no ceilings. Shouts to and @TheSwisherHaus for bringing the party to Fair Market. . . . ,False,False
118,swishersweets 265,Head to toe reppin' 🔥 Get the look with the link in our bio.,False,False
119,swishersweets 271,From Swisher Sweets with love.,False,False
120,swishersweets 517,"Uh oh, there’s a cross-country storm brewing. Stock up on Swishers and prepare for ❄️ . . . ",False,False
121,swishersweets 259,"We did it, Swerve Squad! We won the ! I knew my awesome blend of Strawberry Margarita was too good to stay in the vault forever. Get ready, is coming back. - 🌴Swerve",False,False
122,swishersweets 298,We popped some bottles celebrating @dababy at last night's . Comment below if you wish you were there.,False,False
123,swishersweets 529,Sticky Sweets is back! Tag someone who needs to know the news about our latest Encore Edition. . . . ,False,False
124,swishersweets 267,It’s time for the ! Show your LOVE of your favorite blend this Vday. All you need to do is hit the link in the bio and vote for your favorite blend once per day. Voting ends on 2/28 ,False,False
125,swishersweets 501,"Thanks for having us, @theswisherhaus. Having FOMO, yet? . .  ",False,False
126,swishersweets 515,Strike a pose with Swisher Gear. It’s a vibe. Get yours at http://swishergear.com. . . . ,False,False
127,swishersweets 273,Get your hunny what they really want this Vday.,False,False
128,swishersweets 703,Be ready for anything this weekend. Make sure you keep a Swisher on you in case of party. . . . ,False,False
129,swishersweets 717,Is it SeptemBRR yet? Don’t miss it when none other than Gucci Mane aka @laflare1017 headlines ATL Pack Night later this year. Tickets are available now so you might want to get on that before they gone. Details in the link in our bio. . . . ,False,False
130,swishersweets 688,Cloudy with a chance of party. . . . ,False,False
131,swishersweets 10,Get in on this $10K surprise  from @dababy by heading over to IGTV to see what went down. ,False,False
132,swishersweets 38,The best of the slow-motion burners ,False,False
133,swishersweets 139,Get that virtual smoke sesh going 👇,False,False
134,swishersweets 677,"Time is running out, . Get your tickets now at the link in our bio, we’re close to a sellout. . . . ",False,False
135,swishersweets 111,"Why do we think ? Because six feet of separation can’t stop the love when you see the fam on the street.   So throw up a deuce, give a nod and show love from a distance when you see them out. ‘Cause you know it’s the little moments that remind us that .",False,False
136,swishersweets 105,Oppose California Plan to Ban Flavored Tobacco.  Contact your legislators today at http://findyourrep.legislature.ca.gov/  ,False,False
137,swishersweets 663,Show the world that you’re for life with official Swisher Sweets merchandise. Shop swishergear.com and save 20% on everything using coupon code SWISHER20. . . . ,False,False
138,swishersweets 449,What’s your favorite Limited Edition blend? Comment below!,False,False
139,swishersweets 313,FULL FIRE LINEUP ANNOUNCE! This is going to be the hottest show in town. Hit the link in our bio to snag your tickets to @ShaqsFunHouse. FULL FIRE LINEUP ANNOUNCE! This is going to be the hottest show in town. Hit the link in our bio to snag your tickets to @ShaqsFunHouse.,False,False
140,swishersweets 475,Is Purple Swish your favorite pouch? Tag a friend who needs to level up 👇 . . . ,False,False
141,swishersweets 461,"It’s summer, . Level up that wardrobe with our pre- sale! Use code BBQ40 at checkout.  . . . ",False,False
142,swishersweets 307,"Drop a in the comments to give it up for the 2020 recipient, @dababy and stay tuned to our IG stories tomorrow night to see BTS from the red carpet event!",False,False
143,swishersweets 460,,False,False
144,swishersweets 306,We are giving away TWO PASSES to @shaqsfunhouse to see @dababy LIVE on the Swisher Sweets Artist Project Stage. Comment below with your favorite DaBaby lyric to enter! Congrats to @pooja_shahnanigans for winning!,False,False
145,swishersweets 312,Get you a cigarillo that can do it all.,False,False
146,swishersweets 474,3 of a kind always beats a full house. Take a break from the party with Sticky Sweets MINI Cigarillos. . . . ,False,False
147,swishersweets 448,,False,False
148,swishersweets 104,They may be small but they pack a serious punch. Double tap if you've always got a MINI pouch in your back pocket. ,False,False
149,swishersweets 662,Staying true to all summer. Tag someone who needs to get in on this blend. . . . ,False,False
150,swishersweets 676,Put some Swisher swag in your rotation. Save 20% on anything in our online store using coupon code SWISHER20. Go to https://swishergear.com to shop. . . . ,False,False
151,swishersweets 110,Monday's are a little bit better when you have some Swisher Sweets Classic Cigarillos on hand.   Let us know if you feel the same👇 ,False,False
152,swishersweets 138,"It's Saturday night so you KNOW . Lighters up if it's going to be a great night, fam.",False,False
153,swishersweets 39,We know one of you has a story to tell 👇,False,False
154,swishersweets 11,Drop a 🔥 if you mess with ,False,False
155,swishersweets 689,Have you copped your Swisher Gear yet? Deals like this don’t come around very often so take advantage of our 20% off sale with coupon code SWISHER20. Link in bio. . . ,False,False
156,swishersweets 716,"If you aren't down with Boozy Watermelon, get to @7Eleven and find out what’s good. But hurry, this exclusive blend is only available for a limited time. . . . ",False,False
157,swishersweets 702,Tag your Sunday Squad! . . . ,False,False
158,swishersweets 514,When you’ve got it all in hand. . . . ,False,False
159,swishersweets 272,@ your Swisher Sweetie,False,False
160,swishersweets 266,Who wants one? Double-tap the link in our bio to score one. Who wants one? Double-tap the link in our bio to score one.,False,False
161,swishersweets 500,"This weekend was too real. Thank you @taylorbennett for an amazing performance! Swisher fans, you’ll be seeing a lot more of him this year😉 . . ",False,False
162,swishersweets 528,Do you rep the Shield? Shop online for Swisher gear using the link in our bio. . . . ,False,False
163,swishersweets 299,We created some SPARKS last night. Cheers to @dababy !,False,False
164,swishersweets 598,"Pass the gravy, I mean the Swisher! Tag someone who would enjoy one of these festive blends. . . . ",False,False
165,swishersweets 201,"Lighters up if , fam. Consider this your daily reminder to be that spark.",False,False
166,swishersweets 567,Stay close this holiday season . . .  ,False,False
167,swishersweets 573,Your ticket to a Sweet Saturday . . .  ,False,False
168,swishersweets 215,We could all use some retail therapy rn. ,False,False
169,swishersweets 229,@justinavalentine in the Lab with the winner of the . Drop a 🎉if you voted for Swerve👇,False,False
170,swishersweets 765,"Nothing makes a man-go crazy like running out of Swishers. Stock up, fam!",False,False
171,swishersweets 771,The Original . Tag your OG in the comments below.,False,False
172,swishersweets 759,Catch Limited Edition Maui Pineapple in the wild but only while supplies last.,False,False
173,swishersweets 76,"Don't forget to take a break today, you earned it.",False,False
174,swishersweets 188,Smoking a Banana Daiquiri is way easier than making one!  Who tried our Limited Edition Banana Daiquiri yet?,False,False
175,swishersweets 62,Meet your new favorite hoodie. swishergear.com to get it.,False,False
176,swishersweets 89,"Drop a 🔥  if you got your new favorite gear as part of our sale.  If you haven’t, what are you waiting for? Deal ends tomorrow, fam. ",False,False
177,swishersweets 611,It's Swisher season . . . ,False,False
178,swishersweets 177,Y’all aren’t ready for this! Introducing .  Every Friday for the next five weeks we will be sitting down (virtually) with some of your favorite artists. They will be answering YOUR questions and spitting some bars based on topics that you submit.  Tune in Fridays @ 7pm EST. Don’t miss it!,False,False
179,swishersweets 163,MDW is here and with it comes 25% off our store. Stock up before you show out. ,False,False
180,swishersweets 605,Late night feelin right . . . ,False,False
181,swishersweets 639,Share the ,False,False
182,swishersweets 375,Love at first Leaf. Double tap if Leaf is your go-to,False,False
183,swishersweets 413,A MINI Green goes a long way.,False,False
184,swishersweets 407,"Honey, you couldn’t handle it",False,False
185,swishersweets 361,Feeling sweet like Honey Leaf,False,False
186,swishersweets 349,We hit up Chicago @complexcon with @TaylorBennett and learned the moves he has planned for the future. Get on his level here🔥,False,False
187,swishersweets 348,Honey so good you had to leave the rest behind,False,False
188,swishersweets 406,Strawberry szn,False,False
189,swishersweets 360,Double tap if you’re hitting the hometown bars before Thanksgiving,False,False
190,swishersweets 374,Mango: the official ‘rillo of Ladies Night,False,False
191,swishersweets 412,Who's feeling this Leaf? Tag your honeys below. . . . ,False,False
192,swishersweets 638,Tropical is an attitude not a latitude.,False,False
193,swishersweets 162,Stock extra Swisher Sweets for Memorial Day Weekend!,False,False
194,swishersweets 604,Like if Banana Smash is in your starting lineup. . . . ,False,False
195,swishersweets 610,Who want the smoke? 👇👇 . . . ,False,False
196,swishersweets 88,LAST DAY TO SAVE! Don’t miss out on this deal. Up to 35% off bundled merch at swishergear.com ,False,False
197,swishersweets 176,Who’s ready to tune in on our Instagram to see @JustinaValentine freestyle and answer your questions during ?,False,False
198,swishersweets 63,Leaf the rest behind. Double tap if you're on this one. ,False,False
199,swishersweets 77,"Big news from our guy @TylaYaweh & the : The Hometown Grant is BACK!   You know the drill, we’re awarding $10k to an artist who has what it takes to make it big time. Hit the link in bio to apply. ",False,False
200,swishersweets 189,Kinda into these solo smoke seshes,False,False
201,swishersweets 758,V PINEAPPLE! 🍍🍍🍍,False,False
202,swishersweets 770,"You my , girl.",False,False
203,swishersweets 764,The future is fusion.,False,False
204,swishersweets 228,She's taking you on Swerve's journey from the Lab to a store near you!,False,False
205,swishersweets 572,❄️❄️ Brr ❄️❄️ . . .  ,False,False
206,swishersweets 214,"You already know we had to do another opportunity for y’all to win a brand-new laptop!  How else are you supposed to stay connected while you’re socially distancing yourselves? Comment below with your top five Classic Swisher Sweets blends to enter. As always, 24 hours only to qualify. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
207,swishersweets 200,Let’s run it back!! We’ve got ANOTHER laptop ready to be yours to help entertain you during the quarantine!  All you have to do is comment below what your favorite song out right now is! NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
208,swishersweets 566,*licks lips* . . . ,False,False
209,swishersweets 599,"Hang in there fam, you’re halfway to the weekend. . . . ",False,False
210,swishersweets 216,"Quarantining yourself would be a whole lot easier with a NEW TV, huh?! Tag below who you’re being socially responsible with by staying indoors together and you could be Netflix and chilling with this brand new flat screen TV. As always, 24 hours to qualify! NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
211,swishersweets 570,Light up the night . . .  ,False,False
212,swishersweets 564,Happy Holidays. Make it a sweet one! . . . ,False,False
213,swishersweets 202,"You'll never guess what we found in the vault, ANOTHER FLATSCREEN! You know we're sending it out to the fam, so here's how to win.  Tag a homie who's always got your back and we'll hook one of you up with this new screen. Stay safe and thank that friend soon, cause this giveaway is only good for 24 hours. NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.",False,False
214,swishersweets 558,was legendary! Thanks to all the artists for bringing the heat and to all the fans for showing your support. See you next year✌️ . . . ,False,False
215,swishersweets 799,Post up with the smoothest Mini Cigarillos in the game. ,False,False
216,swishersweets 772,Unsweet and hard to beat.,False,False
217,swishersweets 766,Have you tried Green Sweets? There’s no time like the present...,False,False
218,swishersweets 49,"You know we had to drop another Limited Edition pack before the end of the year.   Peep the new-look Swisher Sweets Green, available for a limited time in Camo packaging. ",False,False
219,swishersweets 809,to @IAmCardiB showing out with her new boots! Tag someone who needs these in their life!,False,False
220,swishersweets 61,Don't let the size fool ya. These sticks pack a punch. ,False,False
221,swishersweets 75,Name a better duo than a fresh Swisher Sweets classic cigarillo and a cold beer. Name a better duo than a fresh Swisher Sweets classic cigarillo and a cold beer. ,False,False
222,swishersweets 606,"The next grant opportunity is here! This time we’re looking for a visual artist to help us design the official NOLA Takeover t-shirt and if selected, you’ll receive $1,000. Click the link in our bio for details on how to apply. . . . ",False,False
223,swishersweets 160,Feelin' like you want to flex on 'em? Hit the link in bio and load up your cart. Everything is 25% off rn. ,False,False
224,swishersweets 174,It’s the weekend… time to CHERRYish some 💨,False,False
225,swishersweets 612,Waiting for bae to pass the Swisher like... . . . ,False,False
226,swishersweets 148,YOU ARE NOW ROCKING WITH THE REALEST. Give your smoke session the VIP treatment with Swisher Sweets LEAF Cognac.,False,False
227,swishersweets 389,Double tap if your favorite part of the game is the tailgate,False,False
228,swishersweets 362,"White Grape, the champagne of Swishers",False,False
229,swishersweets 404,The OG summer blend.,False,False
230,swishersweets 410,Mid-week mood. Click the link in our bio to leave the rest behind✌️,False,False
231,swishersweets 376,"Hey Honey, got a Leaf?",False,False
232,swishersweets 438,S for @Shaq or Summer Twist? You decide.,False,False
233,swishersweets 439,Took this mogul out to sea⛵️ ,False,False
234,swishersweets 411,Turns out I'm 100% that BLEND.,False,False
235,swishersweets 377,It’s the end of Daylight Savings today so start that party an hour early,False,False
236,swishersweets 363,The ultimate Friendsgiving smoke starts with Leaf,False,False
237,swishersweets 405,So good it deserves an award 🏆,False,False
238,swishersweets 388,Real friends always have a spare,False,False
239,swishersweets 149,"The party starts….now.  Turn up the volume on those summer nights with our Swisher Sweets Original RED in one of our FOUR summertime pouches. Comment with your favorite color! """,False,False
240,swishersweets 175,Nah I’m so hot this Leaf lit itself… Nah I’m so hot this Leaf lit itself…,False,False
241,swishersweets 613,Teamwork makes the dream work. . . . ,False,False
242,swishersweets 607,Don’t show up to the party empty-handed. What blend are you gripping rn? . . . ,False,False
243,swishersweets 161,Stock up on your favorite Swisher Sweets Gear and enjoy 25% OFF. Link in Bio. ,False,False
244,swishersweets 74,There's nothing like that Swisher Sweets OG Red Cigarillo. Who's firing one up tonight? ,False,False
245,swishersweets 60,The best part of the cooler weather is warming up with that special smoke buddy. Tag ‘em or send this post to let them know it’s time to burn one tonight. ,False,False
246,swishersweets 808,The baddest blueberry. ,False,False
247,swishersweets 48,Y’all feel that chill? The nights are getting longer and the weather is getting cooler. Throw it up if you’ve been waiting all year for these twilight temps. ,False,False
248,swishersweets 767,"Thanks, homie.",False,False
249,swishersweets 773,Now this is why exist! What's your plan and who are you spending it with?,False,False
250,swishersweets 798,Warm up your winter with Swisher Sweets Mango,False,False
251,swishersweets 559,The best new artists and the hottest headliners in hip-hop are taking the stage tonight. Follow our story for live coverage all night long! . . . ,False,False
252,swishersweets 565,Go to our story and answer trivia questions about NOLA Takeover for a chance to win tickets! . . . ,False,False
253,swishersweets 203,"Natural Leaf, Nothing Better",False,False
254,swishersweets 217,Who says your WFH threads can’t be this cute? ,False,False
255,swishersweets 571,Who's still in weekend mode? . . .  ,False,False
256,swishersweets 549,How are we supposed to get anything done when all we can think about is how awesome the 2018 was. Check out the highlight reel. . . . ,False,False
257,swishersweets 575,Plotting on how to takeover 2019. Share your goals for the New Year below . . .  ,False,False
258,swishersweets 213,Grab this hoodie and flex that WFH fit.  ,False,False
259,swishersweets 207,When you decide to dress up to celebrate that last Silver and your quarantine buddy thinks you’re sharing it with 'em. Think again!,False,False
260,swishersweets 561,Witness the hottest names in hip-hop today and the future superstars of tomorrow ONLY at presented by the . The epic showcase goes down 12/28 at the Orpheum Theater in New Orleans. BE THERE! Ticket link in bio. . . .  ,False,False
261,swishersweets 788,Dreaming ‘bout the weekend.,False,False
262,swishersweets 777,Share a Swisher and share the .,False,False
263,swishersweets 763,Real recognize real. Tag someone who appreciates the .,False,False
264,swishersweets 64,Y’all ready for this one? The teamed up with @BrantleyGilbert to award $15k to the next star to come out of . Link in bio to apply for the Hometown Grant. Applications close on 11/9 Y’all ready for this one? The teamed up with @BrantleyGilbert to award $15k to the next star to come out of . Link in bio to apply for the Hometown Grant. Applications close on 11/9 ,False,False
265,swishersweets 70,What's poppin? ,False,False
266,swishersweets 58,All smiles when it's Swisher Sweets time.,False,False
267,swishersweets 159,"We’re dropping a fresh look for our Swisher Sweets Original Cigarillos packaging to celebrate Summertime 🔥  For a limited time only, fire up your Swisher Sweets like it’s the Fourth of July with one of four new colorways, because .  And don’t worry fam, we didn’t change a thing about the cigarillos inside.",False,False
268,swishersweets 165,The best part of the day starts... now. Lighters up if ,False,False
269,swishersweets 603,Nothin' sweet but the ______ . . . ,False,False
270,swishersweets 617,We can’t decide which Limited Edition blend should make a comeback in 2019 so we need your help. Tell us which blend should become the next Encore Edition. . . . .  ,False,False
271,swishersweets 171,When you need a break from it all. Light up a BLK and just slow down.,False,False
272,swishersweets 398,Raise your ✋ if you've got this Limited Edition on deck for the weekend! Available at Circle K and Holiday Stationstores.,False,False
273,swishersweets 429,"Say hello to the next member of the crew! Leaf is a natural leaf cigar available in: Original, Honey, and Sweet Aromatic. Tag a friend who NEEDS to get in on this!",False,False
274,swishersweets 401,Double tap if you’re feeling the Passion Fruit this week. Available at Circle K and Holiday Stationstores.,False,False
275,swishersweets 367,What blends pair with what you're sipping on? Let us know below!,False,False
