,id,text,exp_tag,amb_tag
72,149,The party starts….now.,False,False
73,149,,False,False
74,149,Turn up the volume on those summer nights with our Swisher Sweets Original RED in one of our FOUR summertime pouches.,False,False
75,149,Comment with your favorite color! ,False,False
76,15,Our gift to you for being the dopest. 25% OFF + free shipping the whole month. ,False,False
77,150,We're bringing the bottle service from the club to the crib with this one.,False,False
78,150,,False,False
79,150,"Introducing Swisher Sweets Cognac, AVAILABLE NOW!",False,False
80,151,The quickest way to spark up a summer party? ,False,False
81,151,Crank a fire playlist and fire up a pack of Swisher Sweets Original RED in one of our FOUR summertime pouches. Double tap if you’re adding all four to your collection.  ,False,False
82,152,"Pass me that BLK Cherry, Chief.",False,False
83,152,"Pass me that BLK Cherry, Chief.",False,False
84,153,"Bring your own fireworks to the party with FOUR new packaging editions of our iconic Swisher Sweets Original RED! Tag a friend who needs to add these to their pouch collection, fam👇 ",False,False
85,154,Reflective and resolute. ,False,False
86,155,,False,False
87,156,,False,False
88,157,,False,False
89,158,,False,False
90,159,We’re dropping a fresh look for our Swisher Sweets Original Cigarillos packaging to celebrate Summertime 🔥,False,False
91,159,,False,False
92,159,"For a limited time only, fire up your Swisher Sweets like it’s the Fourth of July with one of four new colorways, because ",False,False
93,159,,False,False
94,159,"And don’t worry fam, we didn’t change a thing about the cigarillos inside.",False,False
95,16,"Roommates that quarantine together, stay together.",False,False
96,160,Feelin' like you want to flex on 'em? Hit the link in bio and load up your cart. Everything is 25% off rn. ,False,False
97,161,Stock up on your favorite Swisher Sweets Gear and enjoy 25% OFF. Link in Bio.,False,False
98,161,,False,False
99,162,Stock extra Swisher Sweets for Memorial Day Weekend!,False,False
100,163,MDW is here and with it comes 25% off our store. Stock up before you show out. ,False,False
101,164,Spark a Banana Daiquiri and drop your favorite beat! 🎵,False,False
102,165,The best part of the day starts... now. Lighters up if ,False,False
103,166,Who’s puffing a Banana Daiquiri by the pool this week?,False,False
104,167,What BLK are you grabbing to smoke away the Sunday scaries? ,False,False
105,168,Hands up if you're always stocked up on Silver.,False,False
106,169,The sun is setting on Friday night. Time to light up and let the week roll off your shoulders. ,False,False
107,17,Drop the songs at the top of your ,False,False
108,170,You pick the topic; he takes it from there. Kick your Friday off RIGHT with our guy @ConceitedNYC! ,False,False
109,171,When you need a break from it all. Light up a BLK and just slow down.,False,False
110,172,"If you're not smoking a Swisher Sweet while wearing some Swisher Sweets, what are you even doing? ",False,False
111,173,Whose Mom is getting smokes today instead of flowers? Tag them below.,False,False
112,174,It’s the weekend… time to CHERRYish some ,False,False
113,175,Nah I’m so hot this Leaf lit itself…,False,False
114,175,Nah I’m so hot this Leaf lit itself…,False,False
115,176,Who’s ready to tune in on our Instagram to see @JustinaValentine freestyle and answer your questions during ,False,False
116,177,Y’all aren’t ready for this! Introducing ,False,False
117,177,Every Friday for the next five weeks we will be sitting down (virtually) with some of your favorite artists. They will be answering YOUR questions and spitting some bars based on topics that you submit. ,False,False
118,177,Tune in Fridays @ 7pm EST. Don’t miss it!,False,False
119,178,Can’t decide which blend to pair with your drink today? ,False,False
120,178,No problem! Double up for some Cinco de Mayo celebration!,False,False
121,178,,False,False
122,178,,False,False
123,179,Out of smokes?,False,False
124,179,,False,False
125,179,Check out our store locator on swishersweets.com to find out where you can stock up on your favorite BLK!,False,False
126,18,"Hey Swisher Sweets fam, look at some of the sweet work our parent company @swishercompany is doing!  They are working with @uofnorthflorida to provide entrepreneurs in under-served communities the chance to apply for funds to help them grow their business! Visit swisher.com to learn more! ",False,False
127,180,"If you haven't stocked up on Swisher Sweets gear, what are you waiting for? Get your summer fit now! ",False,False
128,181,We can all use a Swisher Sweet rn!,False,False
129,181,,False,False
130,181,Head to your local c-store to grab some Limited Edition Banana Daiquiri.,False,False
131,182,Nothing fresher than a new fit. ,False,False
132,183,Sweet like a peach!,False,False
133,183,Double tap if this is your favorite blend!,False,False
134,184,Never not reppin' the shield!,False,False
135,184,Use code SSPROMO25 to get 25% OFF our ,False,False
136,184,Offer ends tomorrow!,False,False
137,185,Strawberry is where it’s at! 🍓 ,False,False
138,186,Hands free Swisher Sweets szn.,False,False
139,187,Who else is ready for a Strawberry summer night? ,False,False
140,188,Smoking a Banana Daiquiri is way easier than making one! ,False,False
141,188,Who tried our Limited Edition Banana Daiquiri yet?,False,False
142,189,Kinda into these solo smoke seshes,False,False
143,19,Iced out on a budget💸 ,False,False
144,19,Iced out on a budget💸 ,False,False
145,190,Drinks up if you sip + smoke your Banana Daiquiris,False,False
146,191,"If you had to choose, which one would it be?",False,False
147,192,Our ideal three of a kind,False,False
148,193,Honey straight DRIPPING.,False,False
149,194,The LAST prize goes to… Thanks to everyone for tuning in to win some awesome prizes while practicing social distancing! ,False,False
150,194,"Tag below who you can’t wait to see once the quarantine is over and you could have this TV on its way to you!! As always, 24 hours only to qualify. ",False,False
151,194,,False,False
152,194,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
153,195,We're always here for some wine. Leave a 🍷 if you feel the same.,False,False
154,196,"We want to applaud y’all for doing your part in keeping society safe! Peace, love and Swisher Sweets! ",False,False
155,196,Comment below what you’re grateful for in the world rn for one of your last chances to win a free laptop! ,False,False
156,196,,False,False
157,196,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
158,197,It's always ,False,False
159,198,"By now you should be the GOATS of social distancing, but we know it's tough. That's why we're giving away ANOTHER FLATSCREEN to the ",False,False
160,198,Drop the name of your ALL TIME favorite blend below and we'll send one of you a brand new TV to swag up your quarantine crib. 24 hours to enter starts....now. ,False,False
161,198,,False,False
162,198,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
163,198,"By now you should be the GOATS of social distancing, but we know it's tough. That's why we're giving away ANOTHER FLATSCREEN to the ",False,False
164,198,Drop the name of your ALL TIME favorite blend below and we'll send one of you a brand new TV to swag up your quarantine crib. 24 hours to enter starts....now. ,False,False
165,198,,False,False
166,198,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
167,199,"It's not about a lifestyle, it's about living life to the fullest. Who is puff puff passing virtually tonight? Drop a 🖐️ below ",False,False
168,2,"Country star, @BrantleyGilbert is taking the Swisher Sweets Artist Project to his 'Dawg House' down in Georgia on the next episode of the Hometown Grant series out tomorrow! ",False,False
169,20,"3 artists, 3 recipients, and $35k! Stay tuned to see who @DaBaby, @TylaYaweh and @BrantleyGilbert award with the Swisher Sweets Artist Project Hometown Grants!  ",False,False
170,200,Let’s run it back!! We’ve got ANOTHER laptop ready to be yours to help entertain you during the quarantine! ,False,False
171,200,All you have to do is comment below what your favorite song out right now is! ,False,False
172,200,,False,False
173,200,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
174,201,Lighters up if ,False,False
175,202,"You'll never guess what we found in the vault, ANOTHER FLATSCREEN! You know we're sending it out to the fam, so here's how to win. ",False,False
176,202,"Tag a homie who's always got your back and we'll hook one of you up with this new screen. Stay safe and thank that friend soon, cause this giveaway is only good for 24 hours. ",False,False
177,202,,False,False
178,202,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
179,203,"Natural Leaf, Nothing Better",False,False
180,204,Don’t. Miss. This. Who thinks they can name all the Swisher Sweets Limited Editions… EVER? ,False,False
181,204,"Do it and this laptop could be yours as a thank YOU from us for practicing safe social distancing!! As always, 24 hours only to qualify. ",False,False
182,204,,False,False
183,204,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
184,205,Who is high-key excited to light up some Leaf tn?,False,False
185,206,Now shi*ts getting real. Let us know below who your favorite actor is and why and you could be watching them on THIS TV! ,False,False
186,206,Check in tomorrow for another MAJOR surprise. Thank you all for being responsible during this quarantine and congrats to all the winners! ,False,False
187,206,,False,False
188,206,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
189,207,When you decide to dress up to celebrate that last Silver and your quarantine buddy thinks you’re sharing it with 'em. Think again!,False,False
190,208,"OK fam, we'll do another one. Win a fly new laptop to social distance in style TODAY ONLY! ",False,False
191,208,Drop your area code below so we know where you're repping for a chance to win. ,False,False
192,208,,False,False
193,208,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
194,209,Down in the dumps cause you didn’t win a flat screen the past three days? ,False,False
195,209,"Well, we’re back with another opportunity to win as a THANK YOU from Swisher Sweets for socially distancing yourself and being responsible! Comment below to let us know your funniest of all time smoking story to win. ",False,False
196,209,,False,False
197,209,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
198,209,Down in the dumps cause you didn’t win a flat screen the past three days? ,False,False
199,209,"Well, we’re back with another opportunity to win as a THANK YOU from Swisher Sweets for socially distancing yourself and being responsible! Comment below to let us know your funniest of all time smoking story to win. ",False,False
200,209,,False,False
201,209,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
202,21,Let’s end this year on a high note. All gear is 25% off for the ENTIRE month + free shipping. ,False,False
203,210,Treat yourself to a SMOOTH smoke break. ,False,False
204,211,Who thinks they can predict what blend is coming out this season?,False,False
205,211,,False,False
206,211,Get it right and you could be the lucky winner to take home this laptop to curb the quarantine boredom! ,False,False
207,211,,False,False
208,211,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
209,212,You thought you lost your chance?! Well we’re giving away ANOTHA ONE to another responsible follower to help curb the boredom. ,False,False
210,212,All you have to do is let us know below where your favorite place to smoke is! Go off! ,False,False
211,212,,False,False
212,212,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
213,213,Grab this hoodie and flex that WFH fit. ,False,False
214,213,,False,False
215,214,You already know we had to do another opportunity for y’all to win a brand-new laptop! ,False,False
216,214,"How else are you supposed to stay connected while you’re socially distancing yourselves? Comment below with your top five Classic Swisher Sweets blends to enter. As always, 24 hours only to qualify. ",False,False
217,214,,False,False
218,214,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
219,215,We could all use some retail therapy rn.,False,False
220,215,,False,False
221,216,"Quarantining yourself would be a whole lot easier with a NEW TV, huh?! Tag below who you’re being socially responsible with by staying indoors together and you could be Netflix and chilling with this brand new flat screen TV. As always, 24 hours to qualify! ",False,False
222,216,,False,False
223,216,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
224,217,Who says your WFH threads can’t be this cute? ,False,False
225,218,"Hold up wait a minute, y’all thought we were finished?! Hell nah, because you’ve all been so socially responsible, we’ve got a brand-new LAPTOP waiting for you right here! ",False,False
226,218,"Let us know your top 3 rappers rn below and this could be yours! As always, 24 hours only to qualify. ",False,False
227,218,,False,False
228,218,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
229,219,See @dababy get the trophy and hear what he had to say here.,False,False
230,22,Best rillo pairings for boozy holiday drinks? Drop em’👇,False,False
231,220,WIN some swag for the next 15 days while you are home practicing social distancing!,False,False
232,220,,False,False
233,220,"To kick things off, comment below and tell us what you’re doing during your quarantine time and you could win this FREE flat screen TV! For each prize, have 24 hours to qualify, get going people! ",False,False
234,220,,False,False
235,220,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
236,220,WIN some swag for the next 15 days while you are home practicing social distancing!,False,False
237,220,,False,False
238,220,"To kick things off, comment below and tell us what you’re doing during your quarantine time and you could win this FREE flat screen TV! For each prize, have 24 hours to qualify, get going people! ",False,False
239,220,,False,False
240,220,NO PURCHASE NECESSARY. Void where prohibited. Must be legal U.S. resident; 21+. See link in bio for full rules. Each person that submits a comment will receive an entry in the sweepstakes.,False,False
241,221,"This year, it's no joke. Happy Hour starts now.",False,False
242,221,,False,False
243,221,Swisher Sweets Limited Edition Banana Daiquiri in stores...for real!,False,False
244,222,Oh yeah. Things just got bananas.,False,False
245,222,This years blend is no joke.,False,False
246,222,Swisher Sweets Limited Edition Banana Daiquiri.,False,False
247,223,What’s up fools? It’s April 1.,False,False
248,223,The wait is over. Can you call our blend this year?,False,False
249,224,Just wait till tomorrow. Things are about to get real! ,False,False
250,224,,False,False
251,225,Mid day smoke break? We’re counting down our fave fakes for April 1. ,False,False
252,225,,False,False
253,226,April fools is comin’ & you know we love to tease a good blend. We’re counting down our fave fakes & stay tuned for April 1. ,False,False
254,226,,False,False
255,227,Our girl @justinavalentine is getting all the behind the scenes action on the ,False,False
256,228,She's taking you on Swerve's journey from the ,False,False
257,229,@justinavalentine in the ,False,False
258,23,Minding my own business at family functions like✌️,False,False
259,230,How to ,False,False
260,231,When the world is all bumping and you're needing a SMOOTH move. ,False,False
261,231,When the world is all bumping and you're needing a SMOOTH move. ,False,False
262,232,Allow me to reintroduce myself my name is CHER- RY. The tip-cigarillo you want when you need a break from it all.  ,False,False
263,233,Get to know @melii from the Artist Project Class of 2020.,False,False
264,234,This pocket tee is COMF. Grab one for Spring.,False,False
265,235,Get down with the south Florida sensation and Class of 2020 artist right here on our Instagram.,False,False
266,236,That’s the @tylayaweh motto and we’re bringing it with us all through 2020. Educate yourself on the Class of 2020 artist with this interview.,False,False
267,237,"If you aren’t down with the boss @yellabeezy214 ,consider this your final chance. Get to know the Class of 2020 artist here.",False,False
268,238,"Hear the secret to success straight from our guy @dababy, the 2020 Spark Award Recipient.",False,False
269,239,When he tells you to give his hoodie back. Link in bio to snag your own! ,False,False
270,24,Buckets are back. Cop it for 25% off + FREE shipping all December long at the ,False,False
271,240,Please hold. Fresh kicks loading. ,False,False
272,241,The new fit that's (almost) in your closet. Grab it with the link in our bio ,False,False
273,242,Strawberry is giving off some serious spring vibez rn.,False,False
274,242,Strawberry is giving off some serious spring vibez rn.,False,False
275,243,Sliding into Strawberry szn.,False,False
276,244,Friday feels 🙌,False,False
277,245,SLIIIIIIIDE into this week like ✌️,False,False
278,246,"It's still hoodie szn, fam. Roll up and roll out in this new fit. ",False,False
279,247,@ the Swisher Sweetie who needs to add this to her closet! ,False,False
280,248,Who's gotta have their grape? Show with a 🍇 below.,False,False
281,249,"It's like art, but you can light it up.",False,False
282,25,All about those views. Drop yours below. ,False,False
283,250,We like our Grapes in pouches.,False,False
284,251,@ someone who is GREEN with envy that you're lighting up rn.,False,False
285,251,,False,False
286,251,,False,False
287,252,"Now you see ‘em, now you don't. Ain't that always the truth with our ",False,False
288,252,,False,False
289,252,,False,False
290,253,Who breaks their green out starting March 1st? Let us know below,False,False
291,253, ,False,False
292,254,It's only right you save the sweetest of the Swisher Sweets for the weekend,False,False
293,255,@tylayaweh @yellabeezy214 @melii @djnittigritti,False,False
294,256,Double tap if you always save room for Chocolate,False,False
295,257,Who's rocking the new gear out there? Let us know 👇,False,False
296,258,"We did it, Swerve Squad! We won the ",False,False
297,259,"Cuddle up, it's hoodie szn.",False,False
298,26,You better recognize. ,False,False
299,260,"What gives, fam? Tropical Ice logging in from LAST PLACE to tell you why I’m the right blend to win this ",False,False
300,261,"Swerve here sliding into your Instagram feed. Straight up, my Strawberry Margarita goodness means you don't have to wait for Taco Tuesday to get that Marg fix. I think y'all already know that since I'm swerving into FIRST PLACE in the ",False,False
301,262,It’s time for a ,False,False
302,263,Straight flexin'. Link in bio to shop.,False,False
303,264,Head to toe reppin' 🔥 Get the look with the link in our bio.,False,False
304,265,Who wants one? Double-tap the link in our bio to score one.,False,False
305,265,Who wants one? Double-tap the link in our bio to score one.,False,False
306,266,It’s time for the ,False,False
307,267,The ,False,False
308,268,Introducing the ,False,False
309,269,You sharing your Strawberry with someone this Vday? Let us know 👇,False,False
310,27,"This is your chance to cop that Camo look, fam. Score the deal with 40% OFF & FREE SHIPPING on ALL of our merch. ",False,False
311,270,From Swisher Sweets with love.,False,False
312,271,@ your Swisher Sweetie,False,False
313,272,Get your hunny what they really want this Vday.,False,False
314,273,The battle begins in TWO DAYS! Tag a friend below so they know it’s almost go time.,False,False
315,274,No matter the weather it's always Strawberry szn @ Swisher Sweets,False,False
316,275,Don't miss out on a chance to receive $10K to help kickstart your music career. Hit the link in bio if you think you have what it takes!,False,False
317,276,@shaq @dababy @tylayaweh @yellabeezy214 @djnittigritti,False,False
318,277,ATTN Charlotte musicians! The Artist Project is bringing you a $10K grant to help further your music career in partnership with @Dababy! Hit the link in our bio to apply.,False,False
319,278,We're not even mad that it's cold outside rn because we get to rock this hoodie. Go to the link in our bio to snag it.,False,False
320,279,Don't sleep on this exclusive new gear. Get you some of that new new! The link is in the bio,False,False
321,28,"It’s that time of year. Pull that collar up and let the holiday lights be your guide on the way home. Fire up that first twilight Swisher Sweets cigarillo of the holiday season, because ",False,False
322,280,Y'all. This new line is outta control. Head to the link in our bio to shop and use NEW25 for 25% off your ENTIRE order🔥,False,False
323,281,Double tap to clink a glass with our girl @justinavalentine,False,False
324,282,From 0 to ,False,False
325,283,"Drop your congrats in the comments for this year's winner, @dababy !",False,False
326,284,Can you think of a better duo? We'll wait.,False,False
327,285,Who’s ready for our BRAND NEW merch to drop?! Comment below and we’ll DM you a discount code.,False,False
328,286,Ay Ya Ya Ya we were feelin' Yella Beezy’s performance at @shaqsfunhouse !,False,False
329,287,@dababy needed to cool the crowd off after his 🔥 performance.,False,False
330,288,We don’t think the big game can top this live @dababy and @jabbawockeez performance! Hit our highlights to watch it!,False,False
331,289,@dababy brought some ,False,False
332,29,Tag a friend to get the smoke session going,False,False
333,290,Latin Grammy winner 🏆 @djnittigritti hittin' the decks on the Swisher Sweets Artist Project stage at the legendary @shaqsfunhouse!,False,False
334,291,We think we love him. @tylayaweh gave us all the feels last night.,False,False
335,292,Can we do it all again? Last night was a dream. Hit the highlight to see what we’re talking about.,False,False
336,293,Red on red on red. Issa Swisher Sweets vibe.,False,False
337,294,EPIC night. Check the highlight to see what went down at Shaq’s Fun House!,False,False
338,295,DJ Nano is kicking things off tonight. We're heating up in here!,False,False
339,296,2020 ,False,False
340,297,We popped some bottles celebrating @dababy at last night's ,False,False
341,298,We created some SPARKS last night. Cheers to @dababy !,False,False
342,299,"Latin Grammy WINNER, @djnittigritti turned up the heat on the carpet last night. Tune in for live coverage of his set tonight at @shaqsfunhouse !",False,False
343,3,End 2020 in a new ,False,False
344,30,You seen the new fit yet? ,False,False
345,30,,False,False
346,30,Get that Limited Edition Camo look at a classic price with our Black Friday sale! 40% off + FREE shipping! ,False,False
347,30,,False,False
348,30,Get on it at swishersweets.com,False,False
349,300,King ,False,False
350,301,"The incredible host for tonight’s red carpet, @justinavalentine !!",False,False
351,302,@melii brought the 🔥 to the carpet tonight!,False,False
352,303,@tylayaweh stopped by and showed us his SPARK ✨,False,False
353,304,@dababy pulling up to the ,False,False
354,305,We are giving away TWO PASSES to @shaqsfunhouse to see @dababy LIVE on the Swisher Sweets Artist Project Stage. Comment below with your favorite DaBaby lyric to enter! Congrats to @pooja_shahnanigans for winning!,False,False
355,306,Drop a ,False,False
356,307,Flashback to the last two trailblazing Spark recipients! We are announcing the 2020 ,False,False
357,308,Need a resolution? How about share your cigarillos?,False,False
358,309,We hear Silver Sweets is out of this world.,False,False
359,31,This year we’re feeling extra thankful for the little things. Like a little quiet time on the porch after a good meal. ,False,False
360,310,What would you do for a Silver Sweet rn?,False,False
361,311,Get you a cigarillo that can do it all.,False,False
362,312,FULL FIRE LINEUP ANNOUNCE! This is going to be the hottest show in town. Hit the link in our bio to snag your tickets to @ShaqsFunHouse.,False,False
363,312,FULL FIRE LINEUP ANNOUNCE! This is going to be the hottest show in town. Hit the link in our bio to snag your tickets to @ShaqsFunHouse.,False,False
364,313,All we need on a Tuesday after a long wknd,False,False
365,314,For those who are a little rough around the edges. Rough cut Sweet Aromatic is ready when you are.,False,False
366,315,Is your girl the type that would pass it?,False,False
367,316,You don't mess with the greatest hits.,False,False
368,317,Don't be stingy with those Swisher Sweets. Get an extra pouch for the party.,False,False
369,318,When you only got one thing on ya mind.,False,False
370,319,"It might be cold outside, but we are in a palm tree state of mind.",False,False
371,32,And goodnight. ,False,False
372,320,Who are you sharing your pouch with? Let us know.,False,False
373,321,Who is ready for some ,False,False
374,322,"Interrupting your scrolling with an important message: It's the FREAKIN WEEKEND fam, get the Green Sweets and get out there.",False,False
375,323,Big mood right here.,False,False
376,324,Thirsty Thursday isn't complete without a pair of Diamonds.,False,False
377,325,You know we are shining bright like a DIAMOND,False,False
378,326,It's a classic for a reason.,False,False
379,327,"If you thought SAINt JHN was going to take a break after his epic 2019, then you really don't know Ghetto Lenny. Go inside the mind of the Swisher Sweets Artist Project class member as he prepared for the final set on his IGNORANt FOREVER tour.",False,False
380,328,New year AND new decade! Who's ready for 2020?,False,False
381,329,It's the last night of the decade. Party accordingly and party responsibly.,False,False
382,33,The standard since 1958. Who’s firing up a Swisher Sweets OG Red Cigarillo tn? ,False,False
383,330,Get you a gang who you can light up with,False,False
384,331,"Swisher Sweets, but make it fashion",False,False
385,332,Cold like Arctic Ice. What blend are you riding with this weekend?,False,False
386,333,That post-holiday Swisher just hits different,False,False
387,334,"Best tree ever. Merry Christmas, ",False,False
388,335,Looks like Swishmas came early this year 🔥,False,False
389,336,Double tap if you want some Diamonds under the tree this year,False,False
390,337,That feeling you get when your team pulls off the big Sunday W,False,False
391,338,Are you ,False,False
392,339,Who's gonna be on the naughty list with you this year? @ them below,False,False
393,34,What’s the move tonight? This. This is the move. Swisher Sweets Green in a Limited Time Camo Packaging. It won’t be here forever so get on it while you can. ,False,False
394,340,We've been keeping this one a secret for A LONG TIME. Introducing Swisher Sweets Silver. Hit the link it our bio to find it near you.,False,False
395,341,Wildin' out Wednesday doesn't have to stop just cause Santa's watching.,False,False
