index,Unnamed: 0,id,text,exp_tag,amb_tag,tobacco_warning
91,91,swishersweets15,swishersweets I have already emailed them quite some time ago and have been waiting quite some time for a response back But thank you I will try and send another email 🙏🙏💯,False,False,False
92,92,swishersweets15,therealcanseco Please do😉,False,False,False
93,93,swishersweets15,Like fr what up with half of Texas being out of swishers,False,False,False
94,94,swishersweets15,dgafchewy We’re just as bummed about the shortage as you Due to the pandemic select items have been delayed in production Thanks for being part of the Swisher Sweets family  know that were working hard to get things back to normal,False,False,False
95,95,swishersweets15,swishersweets we gotta stay supportive of our favorite brands through this I’ll stay supporting you guys,False,False,False
96,96,swishersweets15,dgafchewy We appreciate the love😎,False,False,False
97,97,swishersweets15,Texas Forreals tho Got stores over charging for 1 pack regular swisher sweets,False,False,False
98,98,swishersweets15,jessssgz We would like to pass this info along to our team Can you please PM us with the details of the store,False,False,False
99,99,swishersweets15,swishersweets yes I sure will,False,False,False
100,100,swishersweets699,💯💯💯💯💯,False,False,False
101,101,swishersweets699,been there 3 hours away,False,False,False
102,102,swishersweets699,That’s awesome,False,False,False
103,103,swishersweets699,💥💥💥,False,False,False
104,104,swishersweets699,💰💰,False,False,False
105,105,swishersweets699,roadrunnerrybread 😂,False,False,False
106,106,swishersweets699,sirschooler right in the middle of that mf 😂😂😂😂,False,False,False
107,107,swishersweets699,💣💣,False,False,False
109,109,swishersweets699,Yo I’m 18 and i just graduated I just dropped my first video can y’all just go on my page and leave some FEEDBACK THANKS IF YOU DO ❤️💯🚨,False,False,False
110,110,swishersweets699,Head over to my page and check out my music 🙏🏽 please give me a follow and share my page if u fw it Feel free to message me 💎💯 Thank You,False,False,False
111,111,swishersweets699,I’m just tryna know who the tall snack in the back is 🤷🏻u200d♀️,False,False,False
112,112,swishersweets699,Fuck swishers,False,False,False
113,113,swishersweets699,Thanks,False,False,False
114,114,swishersweets699,CHECK OUT MY MUSIC PAGE ARTISTPRODUCER OUT NOW,False,False,False
115,115,swishersweets699,Come to Atlanta  would love to work with you,False,False,False
116,116,swishersweets699,Got smth for you feel free to dm me,False,False,False
117,117,swishersweets114,Car,False,False,False
118,118,swishersweets114,car,False,False,False
119,119,swishersweets114,park,False,False,False
120,120,swishersweets114,The creek by my house,False,False,False
121,121,swishersweets114,In my room,False,False,False
122,122,swishersweets114,Car,False,False,False
123,123,swishersweets114,Studio 🎶 🎶🎶🔥🔥🔥,False,False,False
124,124,swishersweets114,In the car,False,False,False
125,125,swishersweets114,Woods,False,False,False
126,126,swishersweets114,Hotboxing in the rain in my whip 😎,False,False,False
127,127,swishersweets114,goldenboyd yes fucking sir,False,False,False
128,128,swishersweets114,Any where my 2 wheels take me,False,False,False
129,129,swishersweets114,Hotbox,False,False,False
130,130,swishersweets114,At a music festival,False,False,False
131,131,swishersweets114,No favorites With my baby 😛💪🏽💚,False,False,False
132,132,swishersweets114,Outside in the cut btwn 23am wen its quiet out,False,False,False
133,133,swishersweets114,Drivers seat 🏁🏁🏁,False,False,False
134,134,swishersweets114,On the beach here in San Diego 🏖 ☀️ 💨,False,False,False
135,135,swishersweets114,In your moms house swishersweets,False,False,False
136,136,swishersweets114,My bed,False,False,False
137,137,swishersweets114,My room,False,False,False
138,138,swishersweets114,Right after a nice hike or while camping,False,False,False
139,139,swishersweets114,Downtown Chicago,False,False,False
140,140,swishersweets114,On the beach but not until y’all ✊🏾😆😆😆,False,False,False
141,141,swishersweets672,Yum,False,False,False
142,142,swishersweets672,These are trash,False,False,False
143,143,swishersweets672,Is Swisher gonna bring back Sticky Sweets anytime 😩😩 swishersweets,False,False,False
144,144,swishersweets672,destsmokethabest best kind ever Shoulda over stocked hahha kicking myself now,False,False,False
145,145,swishersweets672,citycruzer i hope they bring it back 😭😭😭,False,False,False
146,146,swishersweets672,immercedezstarr,False,False,False
147,147,swishersweets672,kayykkaa hell yeah i seen can’t wait to see them at a gas station,False,False,False
148,148,swishersweets672,Just got them yesterday and they are amazing Keep up with the good work and awesome flavors swishersweets,False,False,False
149,149,swishersweets672,swishersweets imma need ya to send that to my corner store cause I’m too far from a circle k,False,False,False
150,150,swishersweets672,LIKE,False,False,False
151,151,swishersweets672,Yo send it to CLE,False,False,False
152,152,swishersweets672,No woods swishers only,False,False,False
153,153,swishersweets672,I can’t find these ANYWHERE in Vegas 😩😢,False,False,False
154,154,swishersweets672,They a little harsh but good flavor ,False,False,False
155,155,swishersweets672,juliiets  we gotta find this one,False,False,False
156,156,swishersweets672,lacesfifteen yesss,False,False,False
157,157,swishersweets672,smokeynene,False,False,False
158,158,swishersweets672,anchoredsoulxx,False,False,False
159,159,swishersweets672,dmoneycigars 🔥🔥🔥🔥🔥🔥🔥💯💯💯💯💯💯💯💯💯💯💯💯💯💯,False,False,False
160,160,swishersweets672,ctcrod these hoes probably fiee,False,False,False
161,161,swishersweets672,8100jaames 💨✨,False,False,False
162,162,swishersweets672,I need these swishersweets,False,False,False
163,163,swishersweets672,allenkory3,False,False,False
164,164,swishersweets672,I can’t find these anywhere in Denver ☹️,False,False,False
165,165,swishersweets672,Ive never tried it ,False,False,False
166,166,swishersweets672,💙💙💙💙💙💙💙,False,False,False
167,167,swishersweets666,You heard it here first,False,False,False
168,168,swishersweets666,Why she rip with teeth they have rip ,False,False,False
169,169,swishersweets666,I does the swishers,False,False,False
170,170,swishersweets666,Me new fav xolaurajanethxo,False,False,False
171,171,swishersweets666,Still can’t find this in la ,False,False,False
172,172,swishersweets666,Loves these,False,False,False
173,173,swishersweets666,Love these,False,False,False
174,174,swishersweets666,never using these again,False,False,False
175,175,swishersweets666,i wonder if the company knows that the only use for these is for bud lmao,False,False,False
176,176,swishersweets666,Love this flavor🔥,False,False,False
177,177,swishersweets666,She finna roll a fat ahh L 🤣🤷🏽u200d♂️,False,False,False
178,178,swishersweets666,This flavor is great,False,False,False
179,179,swishersweets666,First of all what happened to her nail 💀😂,False,False,False
180,180,swishersweets666,donatellishane I wouldn’t know if they have these around here cause atm I’m not smoking obviously but if they’re up there with you get them and save them for after I need to try at least these ones lol,False,False,False
181,181,swishersweets666,dmoneycigars 🔥🔥🔥🔥🔥🔥🔥🚬🚬🚬🚬🚬🚬🚬🚬🚬,False,False,False
182,182,swishersweets666,meneka sherhagz IM FAMOUS OKAY,False,False,False
183,183,swishersweets666,enlow20 YYYYYYEEEESSSSSS,False,False,False
184,184,swishersweets666,enlow20 YYYYYYEEEESSSSSS,False,False,False
185,185,swishersweets666,🤙🏽,False,False,False
186,186,swishersweets666,Please never get rid of coastal or Maui please,False,False,False
187,187,swishersweets666,loganhookem all of the tropical flavors are bomb,False,False,False
188,188,swishersweets666,Please never get rid of coastal or Maui please,False,False,False
189,189,swishersweets666,All time favorite forsure 🔥💯👑,False,False,False
190,190,swishersweets666,Oh just rip it open with your hands  and pay attention,False,False,False
191,191,swishersweets666,I miss these,False,False,False
192,192,swishersweets100,Sponsor me thoooo,False,False,False
193,193,swishersweets128,mrjeezy 😂,False,False,False
194,194,swishersweets128,The best ❤️,False,False,False
195,195,swishersweets128,nothing except the big ass warning at the top,False,False,False
196,196,swishersweets128,Except the fookin cancer warning,False,False,False
197,197,swishersweets470,You guys make this for blunts ,False,False,False
198,198,swishersweets470,Make a 4 pack like 4ks then I’ll smoke swishers again 4ks are where it’s at rn tho,False,False,False
199,199,swishersweets470,nikiahh 🤔,False,False,False
200,200,swishersweets470,Just Pick These Up🔥🔥,False,False,False
201,201,swishersweets470,Better than grape,False,False,False
202,202,swishersweets470,These ain’t new y’all lol they been around 🤣🤣🤣💀,False,False,False
203,203,swishersweets470,Best thing smokin besides the Diamonds an green sweets 💪🏾💪🏾💪🏾,False,False,False
204,204,swishersweets470,💨💨💨💨💨,False,False,False
205,205,swishersweets470,Give highhempwrap a try their fully organic and your gonna love the taste they also offer papers that are just amazing,False,False,False
206,206,swishersweets470,fizzocean personally of the mind that blunts are meant to have nic It’s part of the experience,False,False,False
207,207,swishersweets470,The best,False,False,False
208,208,swishersweets470,So tasty💯🔥,False,False,False
209,209,swishersweets470,evilasioskt,False,False,False
210,210,swishersweets470,vidalokanaatitude quero❤️,False,False,False
211,211,swishersweets470,vidalokanaatitude quero❤️,False,False,False
212,212,swishersweets470,vidalokanaatitude quero❤️,False,False,False
213,213,swishersweets470,kelvionbrown56 just gone tag you in all these so we know what to get,False,False,False
214,214,swishersweets470,guthrie9059 those in hayneville I seen em when I went witt tj to his interview,False,False,False
215,215,swishersweets470,How can I get some of theses I can’t find them nowhere,False,False,False
216,216,swishersweets470,selfmadebonehead you can find them at gas stations,False,False,False
217,217,swishersweets470,Good in a blunt,False,False,False
218,218,swishersweets470,mariatee07 here it is sis  This is one yummy too,False,False,False
219,219,swishersweets470,thesweetestswisha 💣💣💣,False,False,False
220,220,swishersweets470,mariatee07 💯 💕,False,False,False
221,221,swishersweets470,Y’all neee to sponsor me 💯,False,False,False
222,222,swishersweets470,Y’all neee to sponsor me 💯,False,False,False
223,223,swishersweets470,nastynate14,False,False,False
224,224,swishersweets470,nastynate14 HOW 😂,False,False,False
225,225,swishersweets470,These my guys remind me of highschool days,False,False,False
226,226,swishersweets316,Puff puff pass,False,False,False
227,227,swishersweets316,Yes sirr 🔥💨,False,False,False
228,228,swishersweets316,fuk no  dis MY BLUNT  ian see my bf rolling it so ian sharing it wtfk😭😭😭,False,False,False
229,229,swishersweets316,Yea,False,False,False
230,230,swishersweets302,❤️❤️❤️,False,False,False
231,231,swishersweets302,justinavalentine i love you 😍💛😊,False,False,False
232,232,swishersweets302,justinavalentine awww see this is why you sound like a dirtbike,False,False,False
233,233,swishersweets302,👏👏🔥🔥🔥💯💯💨💨,False,False,False
234,234,swishersweets302,Thought she  was bella thorne for a sec,False,False,False
235,235,swishersweets302,Lit 🔥,False,False,False
236,236,swishersweets302,The best 😻,False,False,False
237,237,swishersweets302,🤩🤩🤩 killlled it 💥💥💥,False,False,False
238,238,swishersweets464,I like the mango 👍,False,False,False
239,239,swishersweets464,Sweet Cream is the best by far,False,False,False
240,240,swishersweets464,Mango is like smoking soap 🤮blueberry better😍,False,False,False
241,241,swishersweets464,kingswisher420,False,False,False
242,242,swishersweets464,I like woods now but everyone starts with swishers they the og blunts but nobody respect them,False,False,False
243,243,swishersweets464,🙅🏼u200d♀️,False,False,False
244,244,swishersweets464,⚡️⚡️⚡️,False,False,False
245,245,swishersweets464,🔥🔥🔥🙏🙏🙏🤘🤘🤘,False,False,False
246,246,swishersweets464,Mango actually gives me headaches bad🤢,False,False,False
247,247,swishersweets464,Just had those today,False,False,False
248,248,swishersweets464,noedominguez213 🤔🤔🤔,False,False,False
249,249,swishersweets464,Yo swishersweets gotta question when are yall gonna do swisher miles like the cig companies do All im sayin is id sure love to rock some swisher gear or a grill or something js💯💯,False,False,False
250,250,swishersweets464,ONE OF MY FAVS 😍😍😍🔥🔥🔥,False,False,False
251,251,swishersweets464,ramirez12221,False,False,False
252,252,swishersweets464,Nah mango swishers are nasty,False,False,False
253,253,swishersweets464,No Go  Too perfumey,False,False,False
254,254,swishersweets464,I got 4 packsa coozieand a tee for 1 epicenterfest Made my day Thanks swishersweets,False,False,False
255,255,swishersweets464,N A S T Y ‼️‼️,False,False,False
256,256,swishersweets464,I wonder if the brand known as swisher sweets actually posts these swishes expecting people to smoke them or if they know that everyone is taking the tobacco out and putting other stuff in it,False,False,False
257,257,swishersweets464,Those mango ones are fire,False,False,False
258,258,swishersweets464,backwoodscigars are better 🤦🏾u200d♂️,False,False,False
259,259,swishersweets464,♥️,False,False,False
260,260,swishersweets464,The mangos one bomb  with some gelato 💯,False,False,False
261,261,swishersweets464,oscarito2246 u in middle school g cmon,False,False,False
262,262,swishersweets464,🔥🔥🔥💨💨💯,False,False,False
263,263,swishersweets458,keekz13,False,False,False
264,264,swishersweets458,alexagrocock  saigedays,False,False,False
265,265,swishersweets458,mindofastoner77 😍😍,False,False,False
266,266,swishersweets458,Lol I dead ass feel like swisher knows the oh thing people use swishers for is blunts 😂😂,False,False,False
267,267,swishersweets458,sambinaa,False,False,False
268,268,swishersweets458,All of u sleeping on grape swishers,False,False,False
269,269,swishersweets458,Need me some of those lemon mango ones oof,False,False,False
270,270,swishersweets458,xolovebugxo01,False,False,False
271,271,swishersweets458,wassupfizzle ooof,False,False,False
272,272,swishersweets458,🔥🔥🔥,False,False,False
273,273,swishersweets458,Oof,False,False,False
274,274,swishersweets458,Best ones yet,False,False,False
275,275,swishersweets458,The sweet cream I was very disappointed in,False,False,False
276,276,swishersweets458,rawryyxd,False,False,False
277,277,swishersweets458,“START STUFF” Prod JONny TsunaminOUT NOW nhttpsyoutubeO28IXq6s3ignOr click the link in my bio 😈😈😈😈😈,False,False,False
278,278,swishersweets458,swishersweets does your company participate in music festival event partnerships Would love to connect with you on behalf of NJ’s madlibfest,False,False,False
279,279,swishersweets458,Shit fire🔥,False,False,False
280,280,swishersweets458,She need to bring some 🌴,False,False,False
281,281,swishersweets458,Why are we still reposting cigars from 3 years ago Smh,False,False,False
282,282,swishersweets458,What’s it taste like,False,False,False
283,283,swishersweets458,Dope,False,False,False
284,284,swishersweets458,Dm,False,False,False
285,285,swishersweets458,Dm,False,False,False
286,286,swishersweets458,mariahlynnboss sent me I would like to tryout the summer twist,False,False,False
288,288,swishersweets459,I like the artic mint swishers,False,False,False
289,289,swishersweets459,❤️❤️❤️,False,False,False
290,290,swishersweets459,🔥,False,False,False
291,291,swishersweets459,B E G R E A T,False,False,False
292,292,swishersweets459,oohunchoo this look a lil like you bro but with dreads,False,False,False
293,293,swishersweets459,Need ya boy,False,False,False
294,294,swishersweets459,Hmu,False,False,False
296,296,swishersweets459,ludacris smokes virginia slims,False,False,False
297,297,swishersweets303,👏🔥,False,False,False
298,298,swishersweets465,mason6simmons,False,False,False
299,299,swishersweets465,This flavor is nasty af,False,False,False
300,300,swishersweets465,Gotta try dese nicklowensby,False,False,False
301,301,swishersweets465,kegarise7 these were out before right,False,False,False
302,302,swishersweets465,johnisaac2 yes We heard you liked them so we brought them back for a limited time for you😉,False,False,False
303,303,swishersweets465,swishersweets good looks,False,False,False
304,304,swishersweets465,haleypetrosky,False,False,False
305,305,swishersweets465,kaylynstricklin,False,False,False
306,306,swishersweets465,Breh,False,False,False
307,307,swishersweets465,I wish they would bring back Calypso cream swishersweets,False,False,False
308,308,swishersweets465,How much longer till there in stores,False,False,False
309,309,swishersweets465,Where’s my Maui Pineapple 😡🍍,False,False,False
310,310,swishersweets465,That is 🔥,False,False,False
311,311,swishersweets465,but what about lemon ice 😩,False,False,False
312,312,swishersweets465,Aye so how long will they take to show in cities or towns,False,False,False
313,313,swishersweets465,kelvionbrown56 these to,False,False,False
314,314,swishersweets465,guthrie9059 OnG 😍,False,False,False
315,315,swishersweets465,These are bomb,False,False,False
316,316,swishersweets465,I would love to get the chance to try them out,False,False,False
317,317,swishersweets465,sensubham this that cigar which i was telling u abt The kalua log love them,False,False,False
318,318,swishersweets465,swishersweets I miss this one the most  of all,False,False,False
319,319,swishersweets465,Damn 🔥,False,False,False
320,320,swishersweets465,worse flavor of all time,False,False,False
321,321,swishersweets471,🔥🔥,False,False,False
322,322,swishersweets471,Yes,False,False,False
323,323,swishersweets471,Trumps a good president change my mind,False,False,False
324,324,swishersweets471,🔥🔥🔥,False,False,False
325,325,swishersweets471,What a lineup 👀,False,False,False
326,326,swishersweets471,📈📈📈,False,False,False
327,327,swishersweets471,🔥🔥🔥,False,False,False
328,328,swishersweets471,👏,False,False,False
329,329,swishersweets471,💯💯,False,False,False
330,330,swishersweets471,Yall dont ship BLK to Norway,False,False,False
331,331,swishersweets471,I use to want to be on xxl nah swisher lookin a lot betta 🔥,False,False,False
332,332,swishersweets471,lightskinboylsb,False,False,False
333,333,swishersweets317,🔥🔥🔥,False,False,False
334,334,swishersweets317,💰,False,False,False
335,335,swishersweets317,These are my favorite,False,False,False
336,336,swishersweets317,Where’s tropical fusion🙏🏿,False,False,False
337,337,swishersweets317,Blueberry and strawberry,False,False,False
338,338,swishersweets129,jennynoluv 🤣🙌,False,False,False
339,339,swishersweets129,You have the most boring social media ever,False,False,False
340,340,swishersweets129,U wait until 5 to smoke 😐,False,False,False
341,341,swishersweets129,Never 👏,False,False,False
342,342,swishersweets129,Would you be 60 seconds too late if it was 501,False,False,False
343,343,swishersweets667,Would Love To Be A Swisher DJ 🙏🏾💪🏾,False,False,False
344,344,swishersweets667,Check dm🙌❤️,False,False,False
345,345,swishersweets667,bunzandcakes,False,False,False
346,346,swishersweets667,swishersweetsさん、フォローありがとうございます！僕は自分で作った物や日常の他愛も無い投稿ですが、宜しくお願いします！,False,False,False
347,347,swishersweets667,SWISH SWISH,False,False,False
348,348,swishersweets101,Is there a shortage,False,False,False
349,349,swishersweets101,maegalymonster Due to the COVID19 pandemic our production of select Swisher Sweets items has been delayed Please understand it is Swisher’s highest priority to return to normal production levels safely and to get all of our cigars back in distribution as soon as possible We appreciate your continued support and patience through this difficult time,False,False,False
350,350,swishersweets101,Sponsor me I swear I’ve smoked pretty much all flavors,False,False,False
351,351,swishersweets101,lmao ppl actually smoke the tobacco,False,False,False
352,352,swishersweets101,nolimitturb0 no lol,False,False,False
354,354,swishersweets115,msstaciepme Due to the COVID19 pandemic our production of select Swisher Sweets items has been delayed Please understand it is Swisher’s highest priority to return to normal production levels safely and to get all of our cigars back in distribution as soon as possible We appreciate your continued support and patience through this difficult time,False,False,False
355,355,swishersweets115,swishersweets thank yoi for letting me know  Iv been hearing that u guys are stopping all flavors and only stocking original and diamonds  But thank u for the info,False,False,False
356,356,swishersweets115,follow me and sponsor me already,False,False,False
357,357,swishersweets115,swishersweets,False,False,False
358,358,swishersweets115,Nothing but net 💯,False,False,False
359,359,swishersweets673,Super dope pic swishersweets please check out what I do as well 🔥💯,False,False,False
360,360,swishersweets673,I just sent you guys a dm 😃,False,False,False
361,361,swishersweets673,Went out and got them today They are great You guys always have the best flavors swishersweets,False,False,False
362,362,swishersweets673,Are they in Canada,False,False,False
363,363,swishersweets673,🔥,False,False,False
364,364,swishersweets673,axyinspire we need to go to a CircleK,False,False,False
365,365,swishersweets673,haylecaitlyn broooooo,False,False,False
366,366,swishersweets673,The photoshop looks like trash tho,False,False,False
367,367,swishersweets673,💙🔵🔷🔹,False,False,False
368,368,swishersweets673,Just tried these with my pops And I will actually say I’m a diamond 💎 swisher girl but these were actually tasty and not too overbearing They remind me of the summer edition Red Bull And pairs fantastic,False,False,False
369,369,swishersweets673,Im in LOVE with the COCO,False,False,False
370,370,swishersweets673,swishersweets where can I get one in SoCal,False,False,False
371,371,swishersweets673,It’s pretty str8 no🧢,False,False,False
372,372,swishersweets673,I don’t have any of them stores near me Rip wish I could try them,False,False,False
373,373,swishersweets673,vanillapuffplug giirl,False,False,False
374,374,swishersweets673,ohdanielleee omg I know I saw this on their Instagram a couple of days ago we have to find it,False,False,False
375,375,swishersweets673,vanillapuffplug yaaas we do,False,False,False
376,376,swishersweets673,diamons4e,False,False,False
377,377,swishersweets673,Send em to louisiana,False,False,False
378,378,swishersweets673,drove 45 minutes across the state line to the nearest circleK JUST to get a pack of these beauties ,False,True,False
379,379,swishersweets673,wtfdisco Damn i’m from Florida Literally there is one a legit 57 minute walk down the street from me,False,False,False
380,380,swishersweets673,bobbieluke lucky the two closest are about 45 mins each one north one south lol they were really good though,False,False,False
381,381,swishersweets673,wtfdisco True i feel you💯💪🏾 Gotta do what you gott do Just come to Florida 😂🤷🏾u200d♂️,False,False,False
382,382,swishersweets673,MANDYBABYCAKES,False,False,False
383,383,swishersweets673,carmynelise,False,False,False
384,384,swishersweets673,mandybabycakes ,False,False,False
385,385,swishersweets673,bunzandcakes,False,False,False
386,386,swishersweets673,Love it,False,False,False
387,387,swishersweets698,Yo I’m 18 and I just dropped my first video can y’all just go on my page and leave some FEEDBACK THANKS IF YOU DO ❤️💯🚨,False,False,False
388,388,swishersweets698,Awesome love these artist,False,False,False
389,389,swishersweets698,🔥,False,False,False
390,390,swishersweets698,That is SO awesome,False,False,False
391,391,swishersweets698,his fine self🤤😩,False,False,False
392,392,swishersweets698,Yea we were there,False,False,False
393,393,swishersweets698,🔥 snapdogg,False,False,False
394,394,swishersweets698,Whoever is in control of this IG account of HORRIBLE at checking DM’s 🙄😬🤨,False,False,False
395,395,swishersweets698,CHECK OUT MY MUSIC PAGE ARTISTPRODUCER OUT NOW,False,False,False
396,396,swishersweets698,zoo gang💯💯🙌🏽🙌🏽,False,False,False
398,398,swishersweets698,Favorite artist ❤️,False,False,False
399,399,swishersweets698,Roll a backwood fuck a swisher,False,False,False
400,400,swishersweets698,Jersey 💯,False,False,False
401,401,swishersweets698,It’s lit need a invite next time the way I be buyin yo Diamond Swishers,False,False,False
402,402,swishersweets698,Goat 🐐,False,False,False
403,403,swishersweets698,Got smth for you feel free to dm me,False,False,False
404,404,swishersweets14,First like,False,False,False
405,405,swishersweets14,dababy,False,False,False
406,406,swishersweets14,So dope 💯💯🙏,False,False,False
407,407,swishersweets14,So dope  swishersweets ❤️,False,False,False
408,408,swishersweets14,🙏🏾🙏🏾🙏🏾,False,False,False
409,409,swishersweets14,🔥🔥🔥,False,False,False
410,410,swishersweets14,swishersweets dababy ain’t never mentioned you He reps backwoodscigars 💪🏾🐐,False,False,False
411,411,swishersweets14,Where’s lilbaby1 hometown grant,False,False,False
